iter	RMSE
197	4.712197643
198	4.709990793
199	4.704265241
200	4.702682435
201	4.696883376
202	4.689693476
203	4.686785003
204	4.681154126
205	4.676306561
206	4.673685319
207	4.672403428
208	4.669623444
209	4.666980923
210	4.664589987
211	4.660686387
212	4.65544156
213	4.652241643
214	4.649370836
215	4.645703446
216	4.643747719
217	4.636875253
218	4.633810621
219	4.62998717
220	4.627486492
221	4.624521424
222	4.618441775
223	4.615944929
224	4.612421447
225	4.611161341
226	4.608263626
227	4.606524857
228	4.599666063
229	4.598031495
230	4.592251819
231	4.58726073
232	4.582096264
233	4.578490546
234	4.574160476
235	4.570755788
236	4.567481744
237	4.564299246
238	4.561771027
239	4.558875614
240	4.556566547
241	4.552145831
242	4.546532419
243	4.543571575
244	4.54103764
245	4.537383476
246	4.531617857
247	4.528249948
248	4.527054438
249	4.525215228
250	4.522478419
251	4.516372324
252	4.514039499
253	4.511420828
254	4.505393808
255	4.504566909
256	4.503453371
257	4.501438363
258	4.494211797
259	4.487824093
260	4.48525064
261	4.479439419
262	4.472645531
263	4.46968135
264	4.463001115
265	4.460263489
266	4.45352459
267	4.450078234
268	4.444169595
269	4.442046886
270	4.435702934
271	4.430074078
272	4.426981611
273	4.423593609
274	4.418566374
275	4.416204826
276	4.41147097
277	4.409400855
278	4.406861307
279	4.402732019
280	4.398865832
281	4.396118132
282	4.395316575
283	4.394558219
284	4.393648154
285	4.392987953
286	4.392246045
287	4.391218909
288	4.386792321
289	4.38217712
290	4.376587561
291	4.375885736
292	4.374233013
293	4.373598621
294	4.369415393
295	4.365941441
296	4.3614406
297	4.358155987
298	4.354214896
299	4.352251965
300	4.349081076
301	4.34782405
302	4.344343595
303	4.342234575
304	4.341584057
305	4.337879971
306	4.332709201
307	4.328871102
308	4.325005739
309	4.321561577
310	4.315440666
311	4.31199429
312	4.307473674
313	4.300346002
314	4.298198744
315	4.293901778
316	4.287890677
317	4.284011903
318	4.278760008
319	4.278168709
320	4.277363924
321	4.273844187
322	4.270069325
323	4.265271436
324	4.260046212
325	4.258458732
326	4.257924889
327	4.256291367
328	4.253576513
329	4.248826916
330	4.246708087
331	4.244487078
332	4.243775118
333	4.240428354
334	4.236247513
335	4.233115444
336	4.229411964
337	4.227181397
338	4.226707981
339	4.22241177
340	4.220511128
341	4.217518741
342	4.211761854
343	4.210214428
344	4.209085631
345	4.204329326
346	4.203785389
347	4.2032425
348	4.200902346
349	4.200434409
350	4.197859486
351	4.192127561
352	4.189567205
353	4.185623642
354	4.184953543
355	4.184312223
356	4.180835352
357	4.176893828
358	4.174787137
359	4.171750876
360	4.169718454
361	4.16411458
362	4.158659697
363	4.156171868
364	4.155621883
365	4.150880829
366	4.144201014
367	4.143644197
368	4.137981689
369	4.135821971
370	4.135019926
371	4.132690337
372	4.129063732
373	4.12514195
374	4.123466542
375	4.119865611
376	4.117176163
377	4.114646709
378	4.112267211
379	4.108994913
380	4.103691236
381	4.100112311
382	4.098556455
383	4.097000567
384	4.096061502
385	4.090574002
386	4.089640368
387	4.086817338
388	4.083198752
389	4.081235704
390	4.079309592
391	4.075390084
392	4.07024879
393	4.065418298
394	4.064985642
395	4.062100532
396	4.057214845
397	4.052566926
398	4.050253777
399	4.047633505
400	4.046113957
401	4.041799349
402	4.038858771
403	4.037337531
404	4.035652876
405	4.035421819
406	4.031604029
407	4.03088189
408	4.027593239
409	4.025907954
410	4.025261428
411	4.020597195
412	4.020130429
413	4.019389068
414	4.016140433
415	4.016062441
416	4.011752548
417	4.011350233
418	4.009949792
419	4.007684784
420	4.007308133
421	4.003155771
422	4.000977874
423	3.999288854
424	3.994868692
425	3.989522039
426	3.98465442
427	3.983160577
428	3.98079364
429	3.975713106
430	3.970873961
431	3.966521191
432	3.964485885
433	3.962856244
434	3.959134968
435	3.957408478
436	3.956272424
437	3.952352897
438	3.95117054
439	3.947488143
440	3.942912883
441	3.939817685
442	3.937630287
443	3.937047001
444	3.933600017
445	3.931671608
446	3.928786292
447	3.927604479
448	3.924153043
449	3.920869118
450	3.917875704
451	3.913852864
452	3.910709691
453	3.908466371
454	3.907271653
455	3.90626477
456	3.905791252
457	3.901213437
458	3.897952898
459	3.89583389
460	3.891228456
461	3.88859942
462	3.884258126
463	3.883028344
464	3.879903767
465	3.876752788
466	3.87363813
467	3.869665402
468	3.868601275
469	3.868201286
470	3.865476614
471	3.863294651
472	3.860517844
473	3.860216387
474	3.856301236
475	3.852714846
476	3.849018822
477	3.846550081
478	3.846250935
479	3.84609581
480	3.843538347
481	3.839152946
482	3.837937264
483	3.833846603
484	3.832500676
485	3.831535303
486	3.828733503
487	3.826664858
488	3.824181009
489	3.820677915
490	3.817977779
491	3.816209335
492	3.814316953
493	3.809817968
494	3.807776094
495	3.80476086
496	3.803313052
497	3.801435518
498	3.799013667
499	3.796243805
500	3.793620755
501	3.792006045
502	3.791908591
503	3.790452446
504	3.788902999
505	3.784545855
506	3.783289389
507	3.782050638
508	3.78007456
509	3.778700036
510	3.774718703
511	3.772264367
512	3.769998545
513	3.768289952
514	3.76512402
515	3.764798337
516	3.762986104
517	3.761652575
518	3.758374912
519	3.758036841
520	3.756010781
521	3.754411028
522	3.752280246
523	3.75116473
524	3.749863641
525	3.748430227
526	3.746674744
527	3.745679668
528	3.74482181
529	3.741884426
530	3.738891589
531	3.734880929
532	3.733561815
533	3.730722986
534	3.727391397
535	3.724219796
536	3.721141603
537	3.717686307
538	3.716579682
539	3.714859903
540	3.712929371
541	3.71107667
542	3.709819785
543	3.708041576
544	3.706439552
545	3.704785359
546	3.702338354
547	3.700700411
548	3.699668377
549	3.698828085
550	3.698422278
551	3.697888019
552	3.69588621
553	3.693568689
554	3.691300745
555	3.68917385
556	3.686315017
557	3.683678754
558	3.682319726
559	3.681461563
560	3.680784621
561	3.678380938
562	3.67326772
563	3.672963929
564	3.670891785
565	3.669014581
566	3.667597429
567	3.666621827
568	3.666447371
569	3.662866967
570	3.659486916
571	3.655272033
572	3.65054842
573	3.648306579
574	3.644222285
575	3.641594802
576	3.63828472
577	3.636010247
578	3.634057698
579	3.631438908
580	3.630400101
581	3.630258005
582	3.629731618
583	3.628390895
584	3.62600548
585	3.624134683
586	3.620723714
587	3.618810958
588	3.616357168
589	3.612651532
590	3.610083753
591	3.606461086
592	3.606089042
593	3.601759115
594	3.601019293
595	3.599752174
596	3.598838198
597	3.596836749
598	3.593804675
599	3.592327712
600	3.590056865
601	3.589777833
602	3.588309968
603	3.584198254
604	3.583740721
605	3.580932511
606	3.578569456
607	3.576992058
608	3.574478681
609	3.571201415
610	3.571089276
611	3.56854272
612	3.567313704
613	3.566234342
614	3.563226032
615	3.561983456
616	3.558349959
617	3.555202108
618	3.551749397
619	3.550979702
620	3.550701512
621	3.547550167
622	3.545170085
623	3.544776706
624	3.544646654
625	3.542697191
626	3.540156045
627	3.537802763
628	3.537251926
629	3.534191633
630	3.53391924
631	3.530831414
632	3.528424423
633	3.527007436
634	3.524010603
635	3.522304904
636	3.520235193
637	3.518666476
638	3.518309621
639	3.517161627
640	3.5149673
641	3.514814005
642	3.514273064
643	3.51137471
644	3.510012481
645	3.50925186
646	3.507884661
647	3.507241164
648	3.503833468
649	3.50177592
650	3.500324877
651	3.496325438
652	3.494780516
653	3.492157521
654	3.490452853
655	3.488556521
656	3.488374216
657	3.487147544
658	3.486623422
659	3.485433261
660	3.482788286
661	3.481448229
662	3.481124607
663	3.478960867
664	3.476881309
665	3.476245819
666	3.475775448
667	3.474900041
668	3.471966002
669	3.471391847
670	3.469315728
671	3.467896938
672	3.466359023
673	3.463754963
674	3.462101611
675	3.460383873
676	3.459099409
677	3.454837174
678	3.450382575
679	3.450040066
680	3.448168661
681	3.445369306
682	3.443917073
683	3.442313419
684	3.439510663
685	3.43603284
686	3.435644303
687	3.433507458
688	3.432812048
689	3.43112931
690	3.425946781
691	3.423927306
692	3.420256486
693	3.41834661
694	3.416493983
695	3.412052586
696	3.408802305
697	3.407762179
698	3.406006769
699	3.403145639
700	3.40300666
701	3.401238237
702	3.399621212
703	3.397745773
704	3.396003339
705	3.392660089
706	3.392252804
707	3.390824908
708	3.390296786
709	3.388045732
710	3.387414566
711	3.385137604
712	3.384780968
713	3.383889791
714	3.381743139
715	3.379037543
716	3.378591518
717	3.376906571
718	3.374018297
719	3.373082989
720	3.37206116
721	3.370143072
722	3.369048763
723	3.367048273
724	3.362907225
725	3.361635317
726	3.360284546
727	3.359669441
728	3.356003462
729	3.352844138
730	3.349134539
731	3.347892368
732	3.346272475
733	3.345725721
734	3.344003897
735	3.342930763
736	3.341664941
737	3.341270287
738	3.340418397
739	3.337525495
740	3.336581476
741	3.335518619
742	3.334208843
743	3.334180552
744	3.332488334
745	3.331415703
746	3.331239333
747	3.329997439
748	3.328649867
749	3.327304404
750	3.326985982
751	3.325968349
752	3.32434648
753	3.321314065
754	3.319625875
755	3.31957294
756	3.317602306
757	3.316503502
758	3.314148751
759	3.313504058
760	3.312328879
761	3.310589971
762	3.309654207
763	3.307740642
764	3.307099412
765	3.306378354
766	3.30369159
767	3.300327626
768	3.300251693
769	3.299385191
770	3.299080033
771	3.298281822
772	3.296017536
773	3.294982662
774	3.29372747
775	3.290952548
776	3.288411016
777	3.286166883
778	3.285985673
779	3.284370316
780	3.283576086
781	3.280759843
782	3.279259249
783	3.278684127
784	3.27793391
785	3.276911365
786	3.276032448
787	3.275108418
788	3.271743352
789	3.2703011
790	3.270176638
791	3.267763229
792	3.264997459
793	3.262645872
794	3.260687
795	3.260505183
796	3.259531186
797	3.259328752
798	3.258828369
799	3.258781596
800	3.257252869
801	3.254899429
802	3.253998219
803	3.25250378
804	3.251270256
805	3.249052008
806	3.246810779
807	3.244778386
808	3.243226622
809	3.242962637
810	3.24003254
811	3.236926597
812	3.233696807
813	3.23124553
814	3.229696464
815	3.22836405
816	3.225773553
817	3.224962632
818	3.222429535
819	3.222308166
820	3.221314756
821	3.21909647
822	3.217978149
823	3.213097227
824	3.212776677
825	3.210952417
826	3.210464631
827	3.209008856
828	3.208538758
829	3.20740574
830	3.206310024
831	3.204610844
832	3.20362965
833	3.202664628
834	3.200915923
835	3.19975745
836	3.198745669
837	3.198033047
838	3.197116104
839	3.196155824
840	3.19513483
841	3.193551907
842	3.193197037
843	3.190577216
844	3.188666118
845	3.188459027
846	3.187077762
847	3.186105559
848	3.184601105
849	3.184127942
850	3.182417985
851	3.181453332
852	3.179403974
853	3.177929185
854	3.175269775
855	3.17432539
856	3.171211708
857	3.170313245
858	3.167349826
859	3.164989743
860	3.164399415
861	3.161213029
862	3.159196967
863	3.157529768
864	3.154703601
865	3.152448772
866	3.150178062
867	3.150043741
868	3.148043672
869	3.14574246
870	3.143950423
871	3.14248528
872	3.139789646
873	3.138641569
874	3.134736786
875	3.133545296
876	3.131016069
877	3.130955319
878	3.129073962
879	3.127928301
880	3.126367427
881	3.124101084
882	3.122869805
883	3.120776021
884	3.120564489
885	3.120129946
886	3.117699236
887	3.116064554
888	3.113046484
889	3.111086326
890	3.107901317
891	3.1070993
892	3.106983774
893	3.103111748
894	3.102174283
895	3.101138028
896	3.100024341
897	3.099012023
898	3.09662171
899	3.095142265
900	3.093135029
901	3.093009671
902	3.092584638
903	3.091816009
904	3.088820443
905	3.088016405
906	3.083627623
907	3.082019905
908	3.081464006
909	3.080998556
910	3.08024009
911	3.079240678
912	3.076339703
913	3.075424287
914	3.073378493
915	3.071370594
916	3.070591187
917	3.069765932
918	3.068273445
919	3.066191883
920	3.063681733
921	3.062280173
922	3.061991432
923	3.060749467
924	3.058148941
925	3.05754447
926	3.054587145
927	3.053290172
928	3.052032704
929	3.051100928
930	3.049341755
931	3.04842092
932	3.046004931
933	3.044721527
934	3.044297276
935	3.04262829
936	3.039996007
937	3.037920649
938	3.036746127
939	3.035905195
940	3.03454531
941	3.033548894
942	3.032981113
943	3.032211389
944	3.031665704
945	3.030811425
946	3.030489084
947	3.030323315
948	3.029521467
949	3.028940553
950	3.028718178
951	3.027484205
952	3.025178777
953	3.022721738
954	3.021880093
955	3.019167999
956	3.017222106
957	3.016292856
958	3.015273758
959	3.014693506
960	3.012458057
961	3.011601197
962	3.010703849
963	3.009416372
964	3.009075231
965	3.007829512
966	3.006923223
967	3.004588934
968	3.002710485
969	3.001257468
970	2.999146488
971	2.99748161
972	2.996866826
973	2.99643435
974	2.995890916
975	2.993686805
976	2.992656737
977	2.991138588
978	2.98922442
979	2.987884616
980	2.985316209
981	2.983129651
982	2.982197955
983	2.9812987
984	2.980186274
985	2.977765696
986	2.976967707
987	2.975385673
988	2.975054584
989	2.973270957
990	2.973057157
991	2.970961635
992	2.969748525
993	2.969676863
994	2.966448698
995	2.963231715
996	2.962171798
997	2.961039124
998	2.960283551
999	2.959196342
